Şirket Adı,TB / Ö,NFB / Ö,TK / Ö,FAVÖK / İDAFG,KVB / Ö,Cari Oran,Asit Test Oran,N / KVB,FAVÖK Marjı,BK / H,VÖK / H,NDK / Ö,NDK / TK,VÖK / Fgid,İTTA / TTA,İTTB / TTB,MDV / Ö,SM / Stok,H / TA,H / TV,H / Ö,H / MDV,Class
H-FRİGO PAK,0.3311,0.3103,1.3311,6.8186,0.2226,3.5572,2.1658,0.0933,0.2725,0.3717,0.2705,0.0759,0.0570,4.6995,0.0000,0.0000,0.5265,0.7943,24.5335,0.2941,0.3915,0.7435,1
H-2023-A.V.OD,0.6261,0.5849,1.6261,7.4005,0.5650,1.8036,1.2798,0.0730,0.1578,0.2130,0.0419,0.0302,0.0186,0.3047,0.0037,0.0000,0.2139,1.9565,3.2384,0.4525,0.7358,3.4407,1
H-2023-ADESE,0.1929,0.1164,1.1929,43.0072,0.0375,4.2837,3.0270,2.0395,0.6646,0.6701,1.0728,0.0230,0.0193,55.4983,0.2538,0.5364,0.0122,0.1553,3.6884,0.0186,0.0222,1.8146,1
H-2023-AHLATCI,0.5178,0.2125,1.5178,1.7982,0.3451,1.1844,1.1658,0.8847,0.1337,0.0871,0.0602,0.0335,0.0221,0.8099,0.0091,0.0109,1.0992,94.3256,7.4415,0.4359,0.6617,0.6019,1
H-2023-AKÇA KİMYEVİ,1.6361,1.4357,2.6361,2.5883,1.5446,1.6280,1.1174,0.1297,0.0904,0.1286,0.0865,0.2003,0.0760,1.7369,0.2058,0.0335,0.0013,2.7602,1.8190,0.9478,2.4985,1.9980,1
H-2023-AKFEN,2.3665,2.2232,3.3665,1.2107,0.4692,0.5542,0.5513,0.3054,0.5183,0.5275,0.2047,0.0826,0.0245,0.4782,0.0001,0.0064,2.9291,3.8500,4.2653,0.0848,0.2856,0.0975,1
H-2023-AKIN TEKSTİL,0.8980,0.8598,1.8980,0.0443,0.7100,0.8470,0.5455,0.0539,-0.0015,0.1255,-0.1421,-0.0597,-0.0315,0.9088,0.0000,0.0000,0.6894,2.2245,1.7838,0.2870,0.5446,0.7900,1
H-2023-AKSA ENERJİ,0.7013,0.6627,0.5625,4.6683,0.3986,1.4112,1.3299,0.0969,0.1906,0.2192,0.2449,0.1045,0.0614,3.6801,0.1625,0.1209,1.0886,13.3973,1.2337,0.3275,0.5572,0.5118,1
H-2023-ALORKO HOLDİNG,0.5081,0.4326,1.5081,614.8404,0.4297,1.1975,1.1143,0.1758,1.6862,0.1139,1.5793,0.2432,0.1613,14.6523,0.0090,0.0073,0.0760,3.7843,1.5821,0.1012,0.1526,2.0067,1
H-2023- ALKİM ALKALİ KİMYA,0.6176,0.2381,1.6176,93.2074,0.5642,2.2217,1.3415,0.6726,0.2152,0.2164,0.2064,0.1739,0.1075,10.5802,0.0005,0.0000,0.2710,1.6659,3.6065,0.6526,1.0557,3.8955,1
H-2023- ANEL ELEKTRİK ,3.8451,3.7868,4.8451,0.1047,2.9882,0.7684,0.5898,0.0195,0.0142,0.0854,-0.1714,-0.0969,-0.0200,0.5385,0.0231,0.0856,0.0254,0.9950,0.6581,0.1198,0.5806,22.8699,1
H-2023- ARD GRUP,3.8451,3.7868,4.8451,0.7210,2.9882,0.7684,0.5898,0.0195,0.0142,0.0854,-0.1714,-0.0969,-0.0200,0.5385,0.0231,0.0856,0.0254,0.9950,0.6581,0.1198,0.5806,22.8699,1
H-2023-ARSAN TEKSTİL,0.3541,0.0171,1.3541,46.4884,0.3072,1.9649,1.7348,1.2083,1.7743,0.0904,1.8348,0.1919,0.1417,18.6159,0.0000,0.7915,0.1914,1.3636,2.2202,0.0783,0.1060,0.5539,1
H-2023-ASELSAN,0.9719,0.9434,1.9719,17.8707,0.7952,1.2141,0.7340,0.0358,0.5313,0.3203,0.3411,0.1211,0.0614,1.6245,0.4416,0.2881,0.1652,0.7111,1.0239,0.2042,0.4026,2.4371,1
H-2023-ASTOR,0.6238,0.3113,1.6238,13.7554,0.5962,2.2085,1.8265,0.5241,0.4034,0.3897,0.4133,0.2629,0.1619,7.9591,0.0229,0.0404,0.1576,2.0314,1.4813,0.4668,0.7581,4.8086,1
H-2023-ATAKULE GYO,0.0089,0.0003,1.0089,52.5659,0.0038,8.5161,7.9407,2.2534,0.2634,0.5161,0.2502,0.0109,0.0108,50.4820,0.2017,0.0000,0.0030,7.5948,4.3893,0.0344,0.0347,11.6049,1
H-2023- ATLANTİS YATIRIM,1.0455,1.0398,2.0455,3.9790,1.0410,1.6228,1.0959,0.0055,0.1580,0.2007,0.1444,0.1626,0.0795,774.7915,0.0000,0.0000,0.0052,1.9439,1.4086,0.6520,1.3337,255.5947,1
H-2023- AVRUPA YATIRIM,0.5445,0.5044,1.5445,13.0683,0.3847,1.6768,1.3488,0.1042,0.3798,0.3394,0.3237,0.0975,0.0631,4.2248,0.0003,0.0000,0.1835,1.8435,1.2453,0.2280,0.3521,1.9185,1
H-A.V.O.D,0.6957,0.6675,1.6957,0.3799,0.6623,1.3151,0.9049,0.0425,0.0068,0.0925,-0.2627,-0.0882,-0.0520,1.2389,0.0344,0.0000,0.8694,1.6626,3.6443,0.2935,0.4977,0.5725,1
H-ADRA GAYRİMENKUL,0.0017,0.1781,1.0017,364.6234,0.0016,476.6816,121.2817,115.3830,3.5293,0.5773,2.5843,0.0827,0.0825,209.1796,0.0000,0.0000,0.7425,0.0244,12.6827,0.0319,0.0320,0.0431,1
H-AKÇA KİMYEVİ,2.3752,2.2780,3.3752,5.5472,1.9687,0.9830,0.6869,0.0494,0.1773,0.1485,0.1074,0.1805,0.0535,0.8052,0.0118,0.3627,1.9259,3.0023,2.2509,0.6090,2.0555,1.0673,1
H-AKDENİZ YATIRIM HOLDİNG,0.1880,0.1748,1.1880,0.4971,0.1827,0.6945,0.4996,0.0727,0.0695,0.2339,0.6510,0.0232,0.0195,4.5974,0.0096,0.2139,0.4365,1.6207,2.0960,0.0634,0.0753,0.1726,1
H-RODRİGO,1.0256,0.9427,2.0256,11.5640,0.7612,1.5706,0.1782,0.1090,0.1421,0.6795,-0.1907,-0.1898,-0.0937,15.4543,0.0000,0.0000,0.3397,0.1970,33.6272,0.3169,0.6418,1.8891,1
H-BMS,0.7342,0.6221,1.7342,0.5494,0.5231,1.2440,0.6912,0.2143,0.0193,0.1398,-0.0014,0.0128,0.0074,0.0316,0.0000,0.0000,0.9390,2.4500,5.1982,0.4749,0.8236,0.8771,1
H-DESA DERİ,0.7784,0.7660,1.7784,21.9580,0.6732,1.7341,1.3921,0.0185,0.2064,0.5992,0.1939,0.0760,0.0427,3.0329,0.7584,0.4857,0.2342,0.9823,4.7028,0.3173,0.5644,2.4097,1
H-ELİTE,0.3874,0.3633,1.3874,20.6653,0.2883,3.0877,2.2177,0.0835,0.3790,0.5576,0.3809,0.2337,0.1684,16.2711,0.8609,0.0000,0.4670,1.2152,1.2774,0.4962,0.6884,1.4741,1
H-AKSU ENERJİ,0.3874,0.3297,1.3874,5.0755,0.0779,1.1712,1.0855,0.7413,0.5170,0.5170,0.1116,0.0010,0.0007,0.3695,0.0000,0.0000,0.3686,4.2339,2.5614,1.9410,0.0549,0.1489,1
H-ALFA SOLAR,0.8789,0.5001,1.8789,13.3987,0.7175,1.7534,1.1226,0.5280,0.1321,0.1205,0.0913,0.0592,0.0315,5.2792,0.0000,0.0001,0.5042,1.9162,5.0637,0.5248,0.9861,1.9559,1
H-ALVES KABLO,0.9429,0.8147,1.9429,4.5017,0.8509,1.6271,1.1251,0.1506,0.1456,0.1786,0.0066,0.0112,0.0058,0.0830,0.0000,0.0000,0.4817,2.8935,2.2362,0.7744,1.5045,3.1235,1
H-ARSAN TEKSTİL,0.0826,-0.1404,1.0826,114.5153,0.0219,12.3367,12.2743,10.1767,24.6943,-0.7281,20.6137,0.1188,0.1098,75.5954,0.0006,0.0000,0.2209,7.6760,2.4822,0.0056,0.0061,0.0275,1
H-ARTEMİS HALI,0.5339,0.3183,1.5339,1.8023,0.4107,2.7557,1.6918,0.5250,0.2388,0.2757,0.2502,0.0448,0.0292,1.6145,0.2241,0.0186,0.2942,0.4603,1.1096,0.1810,0.2777,0.9440,1
H-BAGFAŞ BANDIRMA,0.9543,0.8389,1.9543,106.4024,0.6085,0.8107,0.4406,0.1896,-0.6134,0.1419,-0.8600,-0.1591,-0.0814,1.4268,0.7239,0.0891,1.2458,0.6665,18.4528,0.0895,0.1749,0.1404,1
H-BAHADIR KİMYA,0.3727,0.3620,1.3727,4.4341,0.2628,2.1841,1.6075,0.0409,0.2099,0.2538,0.1370,0.0581,0.0423,2.8090,0.0127,0.0018,0.7202,2.1522,1.0950,0.3184,0.4371,0.6070,1
H-BAYRAK EBT,1.9921,1.9791,2.9921,1.1118,1.7906,0.7991,0.5155,0.0072,-0.2811,-0.1639,-0.4559,-0.3554,-0.1188,1.8030,0.0000,0.0214,1.4506,1.6581,1.1769,0.2417,0.7233,0.4986,1
H-BERA HOLDİNG,0.3422,0.2349,1.3422,3.2604,0.1943,2.4158,1.6046,0.5523,0.1228,0.2220,0.1430,0.0486,0.0362,2.8452,0.0000,0.0000,0.5261,1.7116,2.3491,0.2583,0.3467,0.6590,1
H-BİEN YAPI,0.5087,0.4444,1.5087,1.1059,0.4003,2.2713,1.4091,0.1605,0.1153,0.0946,0.2514,-0.0720,-0.0478,1.9017,0.3673,0.2334,0.4681,1.0242,1.1000,0.2588,0.3904,0.8340,1
H-BİRKO BİRLEŞİK,0.0777,0.0777,1.0777,2.8473,0.0520,2.9773,2.9079,0.0008,0.4016,0.4278,0.6931,0.0084,0.0078,111.7293,0.0000,0.0000,0.7490,2.1166,0.3535,0.0124,0.0133,0.0178,1
H-BOĞAZİÇİ BETON,0.4176,0.3004,1.4176,0.8372,0.3441,1.3821,1.3069,0.3407,0.0963,0.1001,0.0314,0.0104,0.0074,0.2622,0.0000,0.0210,0.8766,27.6732,4.6765,0.5613,0.7957,0.9078,1
H-BURSA ÇİMENTO,0.2691,0.1410,1.2691,12.9787,0.1627,3.1855,2.4408,0.7879,0.1895,0.2169,0.0797,0.0074,0.0059,1.9866,0.0008,0.0003,0.6666,2.7984,3.0458,0.3427,0.4349,0.6524,1
H-CVK MADEN,0.2992,0.2126,1.2992,5.3808,0.1467,1.5092,1.2215,0.5907,0.2457,0.4184,0.1548,0.0332,0.0256,3.0122,0.0000,0.0000,0.8825,4.1193,7.1074,0.2300,0.2988,0.3386,1
